2026-02-08 07:00:02,282 INFO [App]: Запуск работы «marketplace_data_service»
2026-02-08 07:00:02,285 INFO [DBClient]: Таблица purchases уже существует
2026-02-08 07:00:02,285 INFO [App]: Запуск загрузки данных за предыдущий день
2026-02-08 07:00:02,285 INFO [DailyDataLoader]: Обработка даты: 2026-02-07
2026-02-08 07:00:02,285 INFO [ApiClient]: Запрос данных с API за 2026-02-07
2026-02-08 07:00:20,841 INFO [ApiClient]: Успешно получено 9970 записей
2026-02-08 07:00:20,855 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 226355, 'gender': 'M', 'purchase_datetime': '2026-02-07', 'purchase_time_as_seconds_from_midnight': 77335, 'product_id': 41036, 'quantity': 0, 'price_per_item': 40246, 'discount_per_item': 25408, 'total_price': 0}
2026-02-08 07:00:20,868 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 725225, 'gender': 'M', 'purchase_datetime': '2026-02-07', 'purchase_time_as_seconds_from_midnight': 1311, 'product_id': 36982, 'quantity': 0, 'price_per_item': 2046, 'discount_per_item': 1400, 'total_price': 0}
2026-02-08 07:00:20,877 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 298304, 'gender': 'M', 'purchase_datetime': '2026-02-07', 'purchase_time_as_seconds_from_midnight': 79327, 'product_id': 49589, 'quantity': 0, 'price_per_item': 60269, 'discount_per_item': 43815, 'total_price': 0}
2026-02-08 07:00:20,887 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 863839, 'gender': 'F', 'purchase_datetime': '2026-02-07', 'purchase_time_as_seconds_from_midnight': 67652, 'product_id': 1010, 'quantity': 0, 'price_per_item': 88742, 'discount_per_item': 52306, 'total_price': 0}
2026-02-08 07:00:20,897 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 76880, 'gender': 'F', 'purchase_datetime': '2026-02-07', 'purchase_time_as_seconds_from_midnight': 28580, 'product_id': 20548, 'quantity': 0, 'price_per_item': 861, 'discount_per_item': 27, 'total_price': 0}
2026-02-08 07:00:20,929 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 837337, 'gender': 'F', 'purchase_datetime': '2026-02-07', 'purchase_time_as_seconds_from_midnight': 46626, 'product_id': 16284, 'quantity': 0, 'price_per_item': 8405, 'discount_per_item': 3797, 'total_price': 0}
2026-02-08 07:00:20,943 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 895777, 'gender': 'F', 'purchase_datetime': '2026-02-07', 'purchase_time_as_seconds_from_midnight': 13785, 'product_id': 2116, 'quantity': 0, 'price_per_item': 29131, 'discount_per_item': 12765, 'total_price': 0}
2026-02-08 07:00:20,961 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 411277, 'gender': 'F', 'purchase_datetime': '2026-02-07', 'purchase_time_as_seconds_from_midnight': 40070, 'product_id': 29647, 'quantity': 0, 'price_per_item': 56503, 'discount_per_item': 42894, 'total_price': 0}
2026-02-08 07:00:20,993 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 800594, 'gender': 'F', 'purchase_datetime': '2026-02-07', 'purchase_time_as_seconds_from_midnight': 36117, 'product_id': 29326, 'quantity': 0, 'price_per_item': 16195, 'discount_per_item': 4931, 'total_price': 0}
2026-02-08 07:00:21,060 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 118069, 'gender': 'M', 'purchase_datetime': '2026-02-07', 'purchase_time_as_seconds_from_midnight': 24009, 'product_id': 4423, 'quantity': 0, 'price_per_item': 50414, 'discount_per_item': 10470, 'total_price': 0}
2026-02-08 07:00:21,075 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 892007, 'gender': 'M', 'purchase_datetime': '2026-02-07', 'purchase_time_as_seconds_from_midnight': 11399, 'product_id': 15937, 'quantity': 0, 'price_per_item': 45357, 'discount_per_item': 40270, 'total_price': 0}
