2026-06-20 07:00:02,692 INFO [App]: Запуск работы «marketplace_data_service»
2026-06-20 07:00:02,696 INFO [DBClient]: Таблица purchases уже существует
2026-06-20 07:00:02,696 INFO [App]: Запуск загрузки данных за предыдущий день
2026-06-20 07:00:02,696 INFO [DailyDataLoader]: Обработка даты: 2026-06-19
2026-06-20 07:00:02,696 INFO [ApiClient]: Запрос данных с API за 2026-06-19
2026-06-20 07:00:17,335 INFO [ApiClient]: Успешно получено 5368 записей
2026-06-20 07:00:17,351 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 800459, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 68446, 'product_id': 40458, 'quantity': 0, 'price_per_item': 44414, 'discount_per_item': 5701, 'total_price': 0}
2026-06-20 07:00:17,366 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 447626, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 73816, 'product_id': 3529, 'quantity': 0, 'price_per_item': 7868, 'discount_per_item': 2969, 'total_price': 0}
2026-06-20 07:00:17,392 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 917383, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 6234, 'product_id': 6915, 'quantity': 0, 'price_per_item': 37026, 'discount_per_item': 10315, 'total_price': 0}
2026-06-20 07:00:17,395 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 834772, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 50871, 'product_id': 13013, 'quantity': 0, 'price_per_item': 44464, 'discount_per_item': 20360, 'total_price': 0}
2026-06-20 07:00:17,419 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 742953, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 32747, 'product_id': 9903, 'quantity': 0, 'price_per_item': 11084, 'discount_per_item': 214, 'total_price': 0}
2026-06-20 07:00:17,423 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 454389, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 72802, 'product_id': 252, 'quantity': 0, 'price_per_item': 13963, 'discount_per_item': 12242, 'total_price': 0}
2026-06-20 07:00:17,429 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 627662, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 74861, 'product_id': 30128, 'quantity': 0, 'price_per_item': 17021, 'discount_per_item': 786, 'total_price': 0}
2026-06-20 07:00:17,457 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 289666, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 37061, 'product_id': 16954, 'quantity': 0, 'price_per_item': 48656, 'discount_per_item': 25060, 'total_price': 0}
2026-06-20 07:00:17,464 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 275369, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 52163, 'product_id': 48770, 'quantity': 0, 'price_per_item': 57482, 'discount_per_item': 40630, 'total_price': 0}
2026-06-20 07:00:17,526 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 360992, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 34628, 'product_id': 571, 'quantity': 0, 'price_per_item': 79928, 'discount_per_item': 36220, 'total_price': 0}
2026-06-20 07:00:17,542 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 274212, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 37590, 'product_id': 21917, 'quantity': 0, 'price_per_item': 46835, 'discount_per_item': 20199, 'total_price': 0}
2026-06-20 07:00:17,547 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 632456, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 67433, 'product_id': 33398, 'quantity': 0, 'price_per_item': 11560, 'discount_per_item': 8832, 'total_price': 0}
2026-06-20 07:00:17,547 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 709133, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 54211, 'product_id': 11109, 'quantity': 0, 'price_per_item': 23742, 'discount_per_item': 11207, 'total_price': 0}
2026-06-20 07:00:17,565 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 297812, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 14812, 'product_id': 45220, 'quantity': 0, 'price_per_item': 70865, 'discount_per_item': 60046, 'total_price': 0}
2026-06-20 07:00:17,565 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 486241, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 55593, 'product_id': 36070, 'quantity': 0, 'price_per_item': 53676, 'discount_per_item': 9039, 'total_price': 0}
2026-06-20 07:00:17,569 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 995749, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 9504, 'product_id': 30831, 'quantity': 0, 'price_per_item': 67990, 'discount_per_item': 7623, 'total_price': 0}
2026-06-20 07:00:17,581 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 199140, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 29184, 'product_id': 10761, 'quantity': 0, 'price_per_item': 52309, 'discount_per_item': 26976, 'total_price': 0}
2026-06-20 07:00:17,598 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 724502, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 64597, 'product_id': 964, 'quantity': 0, 'price_per_item': 6559, 'discount_per_item': 2204, 'total_price': 0}
2026-06-20 07:00:17,622 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 191145, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 46352, 'product_id': 34573, 'quantity': 0, 'price_per_item': 31497, 'discount_per_item': 22529, 'total_price': 0}
2026-06-20 07:00:17,630 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 349624, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 43128, 'product_id': 26573, 'quantity': 0, 'price_per_item': 38738, 'discount_per_item': 32994, 'total_price': 0}
2026-06-20 07:00:17,632 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 265875, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 50062, 'product_id': 32880, 'quantity': 0, 'price_per_item': 71215, 'discount_per_item': 22644, 'total_price': 0}
2026-06-20 07:00:17,648 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 343197, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 31870, 'product_id': 24992, 'quantity': 0, 'price_per_item': 95576, 'discount_per_item': 10145, 'total_price': 0}
2026-06-20 07:00:17,670 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 557708, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 40814, 'product_id': 5011, 'quantity': 0, 'price_per_item': 88808, 'discount_per_item': 14744, 'total_price': 0}
2026-06-20 07:00:17,685 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 308802, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 17191, 'product_id': 29865, 'quantity': 0, 'price_per_item': 19605, 'discount_per_item': 5340, 'total_price': 0}
2026-06-20 07:00:17,700 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 873235, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 28956, 'product_id': 1393, 'quantity': 0, 'price_per_item': 96999, 'discount_per_item': 62587, 'total_price': 0}
2026-06-20 07:00:17,710 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 307610, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 13914, 'product_id': 10753, 'quantity': 0, 'price_per_item': 81321, 'discount_per_item': 13364, 'total_price': 0}
2026-06-20 07:00:17,726 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 342105, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 74801, 'product_id': 17766, 'quantity': 0, 'price_per_item': 52363, 'discount_per_item': 28472, 'total_price': 0}
2026-06-20 07:00:17,751 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 860228, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 39961, 'product_id': 39185, 'quantity': 0, 'price_per_item': 49718, 'discount_per_item': 3643, 'total_price': 0}
2026-06-20 07:00:17,755 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 476167, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 56946, 'product_id': 17625, 'quantity': 0, 'price_per_item': 79284, 'discount_per_item': 75443, 'total_price': 0}
2026-06-20 07:00:17,756 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 687215, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 55002, 'product_id': 40476, 'quantity': 0, 'price_per_item': 24990, 'discount_per_item': 8040, 'total_price': 0}
2026-06-20 07:00:17,757 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 842169, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 12575, 'product_id': 48916, 'quantity': 0, 'price_per_item': 81460, 'discount_per_item': 2, 'total_price': 0}
2026-06-20 07:00:17,759 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 29323, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 1078, 'product_id': 16285, 'quantity': 0, 'price_per_item': 81428, 'discount_per_item': 74999, 'total_price': 0}
2026-06-20 07:00:17,796 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 358004, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 52159, 'product_id': 43439, 'quantity': 0, 'price_per_item': 52806, 'discount_per_item': 44901, 'total_price': 0}
2026-06-20 07:00:17,810 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 49183, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 19543, 'product_id': 9670, 'quantity': 0, 'price_per_item': 81422, 'discount_per_item': 50290, 'total_price': 0}
2026-06-20 07:00:17,814 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 861937, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 31290, 'product_id': 42387, 'quantity': 0, 'price_per_item': 1610, 'discount_per_item': 370, 'total_price': 0}
2026-06-20 07:00:17,824 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 591867, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 4471, 'product_id': 45051, 'quantity': 0, 'price_per_item': 16460, 'discount_per_item': 7071, 'total_price': 0}
2026-06-20 07:00:17,833 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 968304, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 59971, 'product_id': 45862, 'quantity': 0, 'price_per_item': 10073, 'discount_per_item': 9587, 'total_price': 0}
2026-06-20 07:00:17,852 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 957617, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 77692, 'product_id': 40458, 'quantity': 0, 'price_per_item': 44414, 'discount_per_item': 18241, 'total_price': 0}
2026-06-20 07:00:17,868 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 850612, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 77040, 'product_id': 13635, 'quantity': 0, 'price_per_item': 54335, 'discount_per_item': 34412, 'total_price': 0}
2026-06-20 07:00:17,879 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 666203, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 33095, 'product_id': 25881, 'quantity': 0, 'price_per_item': 38015, 'discount_per_item': 14821, 'total_price': 0}
2026-06-20 07:00:17,896 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 770875, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 2267, 'product_id': 27061, 'quantity': 0, 'price_per_item': 37713, 'discount_per_item': 11680, 'total_price': 0}
2026-06-20 07:00:17,897 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 840004, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 32418, 'product_id': 25091, 'quantity': 0, 'price_per_item': 93303, 'discount_per_item': 79861, 'total_price': 0}
2026-06-20 07:00:17,905 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 900823, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 23179, 'product_id': 18722, 'quantity': 0, 'price_per_item': 88437, 'discount_per_item': 70891, 'total_price': 0}
2026-06-20 07:00:17,920 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 57373, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 77255, 'product_id': 18145, 'quantity': 0, 'price_per_item': 55175, 'discount_per_item': 21303, 'total_price': 0}
2026-06-20 07:00:17,922 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 438761, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 11718, 'product_id': 49696, 'quantity': 0, 'price_per_item': 16960, 'discount_per_item': 8385, 'total_price': 0}
2026-06-20 07:00:17,933 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 436363, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 16333, 'product_id': 1828, 'quantity': 0, 'price_per_item': 27542, 'discount_per_item': 3624, 'total_price': 0}
2026-06-20 07:00:17,941 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 90077, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 83435, 'product_id': 47197, 'quantity': 0, 'price_per_item': 9292, 'discount_per_item': 1126, 'total_price': 0}
2026-06-20 07:00:17,951 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 521542, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 20711, 'product_id': 12905, 'quantity': 0, 'price_per_item': 629, 'discount_per_item': 360, 'total_price': 0}
2026-06-20 07:00:17,954 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 169531, 'gender': 'M', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 17507, 'product_id': 31900, 'quantity': 0, 'price_per_item': 39461, 'discount_per_item': 19769, 'total_price': 0}
2026-06-20 07:00:17,956 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 952684, 'gender': 'F', 'purchase_datetime': '2026-06-19', 'purchase_time_as_seconds_from_midnight': 32324, 'product_id': 28498, 'quantity': 0, 'price_per_item': 44863, 'discount_per_item': 5095, 'total_price': 0}
