2026-08-21 07:00:02,445 INFO [App]: Запуск работы «marketplace_data_service»
2026-08-21 07:00:02,448 INFO [DBClient]: Таблица purchases уже существует
2026-08-21 07:00:02,448 INFO [App]: Запуск загрузки данных за предыдущий день
2026-08-21 07:00:02,449 INFO [DailyDataLoader]: Обработка даты: 2026-08-20
2026-08-21 07:00:02,449 INFO [ApiClient]: Запрос данных с API за 2026-08-20
2026-08-21 07:00:08,518 INFO [ApiClient]: Успешно получено 8922 записей
2026-08-21 07:00:08,526 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 810629, 'gender': 'F', 'purchase_datetime': '2026-08-20', 'purchase_time_as_seconds_from_midnight': 66937, 'product_id': 23444, 'quantity': 0, 'price_per_item': 53947, 'discount_per_item': 44409, 'total_price': 0}
2026-08-21 07:00:08,533 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 198794, 'gender': 'M', 'purchase_datetime': '2026-08-20', 'purchase_time_as_seconds_from_midnight': 10986, 'product_id': 17896, 'quantity': 0, 'price_per_item': 93447, 'discount_per_item': 91851, 'total_price': 0}
2026-08-21 07:00:08,592 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 350253, 'gender': 'F', 'purchase_datetime': '2026-08-20', 'purchase_time_as_seconds_from_midnight': 29924, 'product_id': 20732, 'quantity': 0, 'price_per_item': 58555, 'discount_per_item': 21815, 'total_price': 0}
2026-08-21 07:00:08,606 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 669853, 'gender': 'M', 'purchase_datetime': '2026-08-20', 'purchase_time_as_seconds_from_midnight': 37392, 'product_id': 30703, 'quantity': 0, 'price_per_item': 53068, 'discount_per_item': 29652, 'total_price': 0}
2026-08-21 07:00:08,613 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 523802, 'gender': 'F', 'purchase_datetime': '2026-08-20', 'purchase_time_as_seconds_from_midnight': 55757, 'product_id': 15463, 'quantity': 0, 'price_per_item': 38807, 'discount_per_item': 29503, 'total_price': 0}
2026-08-21 07:00:08,614 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 320736, 'gender': 'F', 'purchase_datetime': '2026-08-20', 'purchase_time_as_seconds_from_midnight': 50389, 'product_id': 42407, 'quantity': 0, 'price_per_item': 83686, 'discount_per_item': 44591, 'total_price': 0}
2026-08-21 07:00:08,621 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 767239, 'gender': 'F', 'purchase_datetime': '2026-08-20', 'purchase_time_as_seconds_from_midnight': 4720, 'product_id': 20580, 'quantity': 0, 'price_per_item': 38901, 'discount_per_item': 37987, 'total_price': 0}
2026-08-21 07:00:08,624 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 430921, 'gender': 'M', 'purchase_datetime': '2026-08-20', 'purchase_time_as_seconds_from_midnight': 30191, 'product_id': 1955, 'quantity': 0, 'price_per_item': 75568, 'discount_per_item': 1494, 'total_price': 0}
2026-08-21 07:00:08,692 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 338772, 'gender': 'M', 'purchase_datetime': '2026-08-20', 'purchase_time_as_seconds_from_midnight': 12323, 'product_id': 47649, 'quantity': 0, 'price_per_item': 36695, 'discount_per_item': 21433, 'total_price': 0}
2026-08-21 07:00:08,699 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 93155, 'gender': 'F', 'purchase_datetime': '2026-08-20', 'purchase_time_as_seconds_from_midnight': 17880, 'product_id': 40047, 'quantity': 0, 'price_per_item': 73122, 'discount_per_item': 21190, 'total_price': 0}
2026-08-21 07:00:08,708 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 489615, 'gender': 'M', 'purchase_datetime': '2026-08-20', 'purchase_time_as_seconds_from_midnight': 61691, 'product_id': 27831, 'quantity': 0, 'price_per_item': 34434, 'discount_per_item': 29796, 'total_price': 0}
