2026-09-22 07:00:02,864 INFO [App]: Запуск работы «marketplace_data_service»
2026-09-22 07:00:02,869 INFO [DBClient]: Таблица purchases уже существует
2026-09-22 07:00:02,870 INFO [App]: Запуск загрузки данных за предыдущий день
2026-09-22 07:00:02,870 INFO [DailyDataLoader]: Обработка даты: 2026-09-21
2026-09-22 07:00:02,870 INFO [ApiClient]: Запрос данных с API за 2026-09-21
2026-09-22 07:00:15,217 INFO [ApiClient]: Успешно получено 5013 записей
2026-09-22 07:00:15,220 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 289645, 'gender': 'M', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 45510, 'product_id': 14120, 'quantity': 0, 'price_per_item': 35045, 'discount_per_item': 27816, 'total_price': 0}
2026-09-22 07:00:15,273 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 408023, 'gender': 'M', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 82616, 'product_id': 13875, 'quantity': 0, 'price_per_item': 81848, 'discount_per_item': 51433, 'total_price': 0}
2026-09-22 07:00:15,282 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 886610, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 66406, 'product_id': 22005, 'quantity': 0, 'price_per_item': 72472, 'discount_per_item': 43884, 'total_price': 0}
2026-09-22 07:00:15,288 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 89081, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 14254, 'product_id': 43647, 'quantity': 0, 'price_per_item': 84884, 'discount_per_item': 3976, 'total_price': 0}
2026-09-22 07:00:15,292 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 504034, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 78469, 'product_id': 2380, 'quantity': 0, 'price_per_item': 92318, 'discount_per_item': 69640, 'total_price': 0}
2026-09-22 07:00:15,297 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 414539, 'gender': 'M', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 9216, 'product_id': 11228, 'quantity': 0, 'price_per_item': 7454, 'discount_per_item': 2013, 'total_price': 0}
2026-09-22 07:00:15,303 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 708564, 'gender': 'M', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 80302, 'product_id': 29642, 'quantity': 0, 'price_per_item': 64701, 'discount_per_item': 29183, 'total_price': 0}
2026-09-22 07:00:15,305 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 238233, 'gender': 'M', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 52512, 'product_id': 12344, 'quantity': 0, 'price_per_item': 25335, 'discount_per_item': 25116, 'total_price': 0}
2026-09-22 07:00:15,331 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 984261, 'gender': 'M', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 30975, 'product_id': 26227, 'quantity': 0, 'price_per_item': 60587, 'discount_per_item': 32248, 'total_price': 0}
2026-09-22 07:00:15,427 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 74827, 'gender': 'M', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 45886, 'product_id': 40697, 'quantity': 0, 'price_per_item': 85698, 'discount_per_item': 38749, 'total_price': 0}
2026-09-22 07:00:15,483 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 32060, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 5834, 'product_id': 45982, 'quantity': 0, 'price_per_item': 54241, 'discount_per_item': 20790, 'total_price': 0}
2026-09-22 07:00:15,501 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 151075, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 85521, 'product_id': 34448, 'quantity': 0, 'price_per_item': 91984, 'discount_per_item': 31698, 'total_price': 0}
2026-09-22 07:00:15,506 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 913331, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 23743, 'product_id': 21488, 'quantity': 0, 'price_per_item': 45264, 'discount_per_item': 1118, 'total_price': 0}
2026-09-22 07:00:15,538 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 843830, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 58593, 'product_id': 44797, 'quantity': 0, 'price_per_item': 1815, 'discount_per_item': 908, 'total_price': 0}
2026-09-22 07:00:15,548 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 684644, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 28449, 'product_id': 17635, 'quantity': 0, 'price_per_item': 94946, 'discount_per_item': 88603, 'total_price': 0}
2026-09-22 07:00:15,594 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 762078, 'gender': 'M', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 76077, 'product_id': 25758, 'quantity': 0, 'price_per_item': 38602, 'discount_per_item': 34628, 'total_price': 0}
2026-09-22 07:00:15,648 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 637488, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 3644, 'product_id': 45647, 'quantity': 0, 'price_per_item': 62281, 'discount_per_item': 40000, 'total_price': 0}
2026-09-22 07:00:15,652 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 326774, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 82493, 'product_id': 45393, 'quantity': 0, 'price_per_item': 8118, 'discount_per_item': 4223, 'total_price': 0}
2026-09-22 07:00:15,689 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 14686, 'gender': 'M', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 1168, 'product_id': 13345, 'quantity': 0, 'price_per_item': 17465, 'discount_per_item': 2916, 'total_price': 0}
2026-09-22 07:00:15,705 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 748240, 'gender': 'M', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 77947, 'product_id': 28743, 'quantity': 0, 'price_per_item': 47028, 'discount_per_item': 9120, 'total_price': 0}
2026-09-22 07:00:15,714 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 191833, 'gender': 'M', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 47640, 'product_id': 4586, 'quantity': 0, 'price_per_item': 13850, 'discount_per_item': 3939, 'total_price': 0}
2026-09-22 07:00:15,716 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 619844, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 3212, 'product_id': 8186, 'quantity': 0, 'price_per_item': 38284, 'discount_per_item': 34670, 'total_price': 0}
2026-09-22 07:00:15,717 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 137649, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 26992, 'product_id': 17446, 'quantity': 0, 'price_per_item': 35372, 'discount_per_item': 28321, 'total_price': 0}
2026-09-22 07:00:15,724 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 732608, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 64633, 'product_id': 25905, 'quantity': 0, 'price_per_item': 15131, 'discount_per_item': 10580, 'total_price': 0}
2026-09-22 07:00:15,784 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 631591, 'gender': 'M', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 18326, 'product_id': 41997, 'quantity': 0, 'price_per_item': 578, 'discount_per_item': 541, 'total_price': 0}
2026-09-22 07:00:15,790 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 305484, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 6597, 'product_id': 33819, 'quantity': 0, 'price_per_item': 75145, 'discount_per_item': 31767, 'total_price': 0}
2026-09-22 07:00:15,793 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 187745, 'gender': 'F', 'purchase_datetime': '2026-09-21', 'purchase_time_as_seconds_from_midnight': 82200, 'product_id': 36099, 'quantity': 0, 'price_per_item': 1310, 'discount_per_item': 1281, 'total_price': 0}
