2026-02-11 07:00:02,024 INFO [App]: Запуск работы «marketplace_data_service»
2026-02-11 07:00:02,033 INFO [DBClient]: Таблица purchases уже существует
2026-02-11 07:00:02,034 INFO [App]: Запуск загрузки данных за предыдущий день
2026-02-11 07:00:02,034 INFO [DailyDataLoader]: Обработка даты: 2026-02-10
2026-02-11 07:00:02,034 INFO [ApiClient]: Запрос данных с API за 2026-02-10
2026-02-11 07:00:20,730 INFO [ApiClient]: Успешно получено 6211 записей
2026-02-11 07:00:20,748 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 458360, 'gender': 'F', 'purchase_datetime': '2026-02-10', 'purchase_time_as_seconds_from_midnight': 77287, 'product_id': 22638, 'quantity': 0, 'price_per_item': 30, 'discount_per_item': 13, 'total_price': 0}
2026-02-11 07:00:20,768 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 458976, 'gender': 'F', 'purchase_datetime': '2026-02-10', 'purchase_time_as_seconds_from_midnight': 43940, 'product_id': 11092, 'quantity': 0, 'price_per_item': 68541, 'discount_per_item': 8648, 'total_price': 0}
2026-02-11 07:00:20,774 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 56171, 'gender': 'M', 'purchase_datetime': '2026-02-10', 'purchase_time_as_seconds_from_midnight': 45321, 'product_id': 33182, 'quantity': 0, 'price_per_item': 45125, 'discount_per_item': 44984, 'total_price': 0}
2026-02-11 07:00:20,779 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 936859, 'gender': 'M', 'purchase_datetime': '2026-02-10', 'purchase_time_as_seconds_from_midnight': 47076, 'product_id': 41029, 'quantity': 0, 'price_per_item': 73403, 'discount_per_item': 63106, 'total_price': 0}
2026-02-11 07:00:20,779 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 433458, 'gender': 'M', 'purchase_datetime': '2026-02-10', 'purchase_time_as_seconds_from_midnight': 24453, 'product_id': 4313, 'quantity': 0, 'price_per_item': 44472, 'discount_per_item': 223, 'total_price': 0}
2026-02-11 07:00:20,802 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 173580, 'gender': 'F', 'purchase_datetime': '2026-02-10', 'purchase_time_as_seconds_from_midnight': 7050, 'product_id': 49008, 'quantity': 0, 'price_per_item': 26919, 'discount_per_item': 15536, 'total_price': 0}
2026-02-11 07:00:20,833 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 600070, 'gender': 'F', 'purchase_datetime': '2026-02-10', 'purchase_time_as_seconds_from_midnight': 68037, 'product_id': 47078, 'quantity': 0, 'price_per_item': 23764, 'discount_per_item': 14894, 'total_price': 0}
2026-02-11 07:00:20,847 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 102746, 'gender': 'M', 'purchase_datetime': '2026-02-10', 'purchase_time_as_seconds_from_midnight': 51133, 'product_id': 39666, 'quantity': 0, 'price_per_item': 12599, 'discount_per_item': 6191, 'total_price': 0}
2026-02-11 07:00:20,852 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 593096, 'gender': 'F', 'purchase_datetime': '2026-02-10', 'purchase_time_as_seconds_from_midnight': 44852, 'product_id': 7884, 'quantity': 0, 'price_per_item': 74382, 'discount_per_item': 23855, 'total_price': 0}
2026-02-11 07:00:20,854 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 969650, 'gender': 'F', 'purchase_datetime': '2026-02-10', 'purchase_time_as_seconds_from_midnight': 53466, 'product_id': 3203, 'quantity': 0, 'price_per_item': 6520, 'discount_per_item': 3028, 'total_price': 0}
2026-02-11 07:00:20,865 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 878929, 'gender': 'M', 'purchase_datetime': '2026-02-10', 'purchase_time_as_seconds_from_midnight': 54579, 'product_id': 18648, 'quantity': 0, 'price_per_item': 52086, 'discount_per_item': 33842, 'total_price': 0}
2026-02-11 07:00:20,874 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 537621, 'gender': 'M', 'purchase_datetime': '2026-02-10', 'purchase_time_as_seconds_from_midnight': 47221, 'product_id': 41298, 'quantity': 0, 'price_per_item': 11637, 'discount_per_item': 1258, 'total_price': 0}
2026-02-11 07:00:20,901 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 145151, 'gender': 'M', 'purchase_datetime': '2026-02-10', 'purchase_time_as_seconds_from_midnight': 48195, 'product_id': 11999, 'quantity': 0, 'price_per_item': 692, 'discount_per_item': 56, 'total_price': 0}
