2026-08-25 07:00:02,248 INFO [App]: Запуск работы «marketplace_data_service»
2026-08-25 07:00:02,252 INFO [DBClient]: Таблица purchases уже существует
2026-08-25 07:00:02,252 INFO [App]: Запуск загрузки данных за предыдущий день
2026-08-25 07:00:02,252 INFO [DailyDataLoader]: Обработка даты: 2026-08-24
2026-08-25 07:00:02,252 INFO [ApiClient]: Запрос данных с API за 2026-08-24
2026-08-25 07:00:14,018 INFO [ApiClient]: Успешно получено 7436 записей
2026-08-25 07:00:14,038 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 134134, 'gender': 'F', 'purchase_datetime': '2026-08-24', 'purchase_time_as_seconds_from_midnight': 20537, 'product_id': 17269, 'quantity': 0, 'price_per_item': 46084, 'discount_per_item': 2222, 'total_price': 0}
2026-08-25 07:00:14,039 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 327060, 'gender': 'M', 'purchase_datetime': '2026-08-24', 'purchase_time_as_seconds_from_midnight': 15529, 'product_id': 9594, 'quantity': 0, 'price_per_item': 52470, 'discount_per_item': 18605, 'total_price': 0}
2026-08-25 07:00:14,088 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 792087, 'gender': 'F', 'purchase_datetime': '2026-08-24', 'purchase_time_as_seconds_from_midnight': 65245, 'product_id': 8751, 'quantity': 0, 'price_per_item': 86802, 'discount_per_item': 81986, 'total_price': 0}
2026-08-25 07:00:14,104 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 568531, 'gender': 'M', 'purchase_datetime': '2026-08-24', 'purchase_time_as_seconds_from_midnight': 31193, 'product_id': 35654, 'quantity': 0, 'price_per_item': 37750, 'discount_per_item': 7921, 'total_price': 0}
2026-08-25 07:00:14,108 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 206953, 'gender': 'M', 'purchase_datetime': '2026-08-24', 'purchase_time_as_seconds_from_midnight': 60532, 'product_id': 5835, 'quantity': 0, 'price_per_item': 84896, 'discount_per_item': 19213, 'total_price': 0}
2026-08-25 07:00:14,118 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 390941, 'gender': 'M', 'purchase_datetime': '2026-08-24', 'purchase_time_as_seconds_from_midnight': 11185, 'product_id': 19693, 'quantity': 0, 'price_per_item': 98160, 'discount_per_item': 35265, 'total_price': 0}
2026-08-25 07:00:14,125 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 582119, 'gender': 'F', 'purchase_datetime': '2026-08-24', 'purchase_time_as_seconds_from_midnight': 64307, 'product_id': 7366, 'quantity': 0, 'price_per_item': 70751, 'discount_per_item': 53018, 'total_price': 0}
2026-08-25 07:00:14,132 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 923970, 'gender': 'M', 'purchase_datetime': '2026-08-24', 'purchase_time_as_seconds_from_midnight': 12960, 'product_id': 7027, 'quantity': 0, 'price_per_item': 43309, 'discount_per_item': 26547, 'total_price': 0}
2026-08-25 07:00:14,138 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 38617, 'gender': 'M', 'purchase_datetime': '2026-08-24', 'purchase_time_as_seconds_from_midnight': 55228, 'product_id': 10880, 'quantity': 0, 'price_per_item': 5688, 'discount_per_item': 1645, 'total_price': 0}
2026-08-25 07:00:14,163 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 512531, 'gender': 'F', 'purchase_datetime': '2026-08-24', 'purchase_time_as_seconds_from_midnight': 41495, 'product_id': 13599, 'quantity': 0, 'price_per_item': 79674, 'discount_per_item': 65305, 'total_price': 0}
2026-08-25 07:00:14,172 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 190240, 'gender': 'F', 'purchase_datetime': '2026-08-24', 'purchase_time_as_seconds_from_midnight': 39298, 'product_id': 2232, 'quantity': 0, 'price_per_item': 23072, 'discount_per_item': 18057, 'total_price': 0}
2026-08-25 07:00:14,185 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 889880, 'gender': 'F', 'purchase_datetime': '2026-08-24', 'purchase_time_as_seconds_from_midnight': 64277, 'product_id': 26984, 'quantity': 0, 'price_per_item': 49254, 'discount_per_item': 27224, 'total_price': 0}
2026-08-25 07:00:14,257 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 229664, 'gender': 'F', 'purchase_datetime': '2026-08-24', 'purchase_time_as_seconds_from_midnight': 48908, 'product_id': 13357, 'quantity': 0, 'price_per_item': 9782, 'discount_per_item': 8098, 'total_price': 0}
