2025-10-03 07:00:01,680 INFO [App]: Запуск работы «marketplace_data_service»
2025-10-03 07:00:01,684 INFO [DBClient]: Таблица purchases уже существует
2025-10-03 07:00:01,684 INFO [App]: Запуск загрузки данных за предыдущий день
2025-10-03 07:00:01,684 INFO [DailyDataLoader]: Обработка даты: 2025-10-02
2025-10-03 07:00:01,684 INFO [ApiClient]: Запрос данных с API за 2025-10-02
2025-10-03 07:00:23,313 INFO [ApiClient]: Успешно получено 5401 записей
2025-10-03 07:00:23,341 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 759873, 'gender': 'F', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 15763, 'product_id': 303, 'quantity': 0, 'price_per_item': 39029, 'discount_per_item': 31583, 'total_price': 0}
2025-10-03 07:00:23,347 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 553739, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 50488, 'product_id': 48804, 'quantity': 0, 'price_per_item': 74181, 'discount_per_item': 35655, 'total_price': 0}
2025-10-03 07:00:23,383 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 15713, 'gender': 'F', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 65410, 'product_id': 6754, 'quantity': 0, 'price_per_item': 14949, 'discount_per_item': 12988, 'total_price': 0}
2025-10-03 07:00:23,385 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 953826, 'gender': 'F', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 8533, 'product_id': 21107, 'quantity': 0, 'price_per_item': 5622, 'discount_per_item': 2893, 'total_price': 0}
2025-10-03 07:00:23,388 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 313057, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 83703, 'product_id': 28125, 'quantity': 0, 'price_per_item': 63828, 'discount_per_item': 55001, 'total_price': 0}
2025-10-03 07:00:23,389 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 430351, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 8952, 'product_id': 42850, 'quantity': 0, 'price_per_item': 18861, 'discount_per_item': 14727, 'total_price': 0}
2025-10-03 07:00:23,395 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 715347, 'gender': 'F', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 75624, 'product_id': 35389, 'quantity': 0, 'price_per_item': 96849, 'discount_per_item': 80360, 'total_price': 0}
2025-10-03 07:00:23,464 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 762965, 'gender': 'F', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 41666, 'product_id': 45420, 'quantity': 0, 'price_per_item': 66368, 'discount_per_item': 1459, 'total_price': 0}
2025-10-03 07:00:23,498 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 126218, 'gender': 'F', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 40004, 'product_id': 5273, 'quantity': 0, 'price_per_item': 24669, 'discount_per_item': 8314, 'total_price': 0}
2025-10-03 07:00:23,502 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 496219, 'gender': 'F', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 80929, 'product_id': 36940, 'quantity': 0, 'price_per_item': 89419, 'discount_per_item': 82847, 'total_price': 0}
2025-10-03 07:00:23,504 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 310295, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 4482, 'product_id': 4012, 'quantity': 0, 'price_per_item': 43812, 'discount_per_item': 25554, 'total_price': 0}
2025-10-03 07:00:23,507 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 816015, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 13837, 'product_id': 18150, 'quantity': 0, 'price_per_item': 92957, 'discount_per_item': 14545, 'total_price': 0}
2025-10-03 07:00:23,527 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 667035, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 71400, 'product_id': 3030, 'quantity': 0, 'price_per_item': 75910, 'discount_per_item': 60950, 'total_price': 0}
2025-10-03 07:00:23,533 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 2735, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 62749, 'product_id': 5725, 'quantity': 0, 'price_per_item': 48579, 'discount_per_item': 5057, 'total_price': 0}
2025-10-03 07:00:23,533 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 80900, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 71617, 'product_id': 18863, 'quantity': 0, 'price_per_item': 69197, 'discount_per_item': 9358, 'total_price': 0}
2025-10-03 07:00:23,533 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 651999, 'gender': 'F', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 84752, 'product_id': 4223, 'quantity': 0, 'price_per_item': 22032, 'discount_per_item': 11086, 'total_price': 0}
2025-10-03 07:00:23,547 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 334987, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 56494, 'product_id': 23068, 'quantity': 0, 'price_per_item': 61881, 'discount_per_item': 59781, 'total_price': 0}
2025-10-03 07:00:23,552 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 999041, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 3177, 'product_id': 43481, 'quantity': 0, 'price_per_item': 81280, 'discount_per_item': 13348, 'total_price': 0}
2025-10-03 07:00:23,553 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 139861, 'gender': 'F', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 26484, 'product_id': 14960, 'quantity': 0, 'price_per_item': 36790, 'discount_per_item': 23019, 'total_price': 0}
2025-10-03 07:00:23,554 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 352854, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 17336, 'product_id': 7730, 'quantity': 0, 'price_per_item': 75865, 'discount_per_item': 21098, 'total_price': 0}
2025-10-03 07:00:23,569 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 105347, 'gender': 'F', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 42806, 'product_id': 41609, 'quantity': 0, 'price_per_item': 75723, 'discount_per_item': 59972, 'total_price': 0}
2025-10-03 07:00:23,586 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 204027, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 60679, 'product_id': 37329, 'quantity': 0, 'price_per_item': 86503, 'discount_per_item': 73131, 'total_price': 0}
2025-10-03 07:00:23,591 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 187565, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 30098, 'product_id': 44050, 'quantity': 0, 'price_per_item': 4283, 'discount_per_item': 2116, 'total_price': 0}
2025-10-03 07:00:23,602 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 980886, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 16100, 'product_id': 8545, 'quantity': 0, 'price_per_item': 90869, 'discount_per_item': 41541, 'total_price': 0}
2025-10-03 07:00:23,605 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 676080, 'gender': 'M', 'purchase_datetime': '2025-10-02', 'purchase_time_as_seconds_from_midnight': 83595, 'product_id': 18920, 'quantity': 0, 'price_per_item': 48926, 'discount_per_item': 7879, 'total_price': 0}
