2025-11-09 07:00:02,231 INFO [App]: Запуск работы «marketplace_data_service»
2025-11-09 07:00:02,237 INFO [DBClient]: Таблица purchases уже существует
2025-11-09 07:00:02,238 INFO [App]: Запуск загрузки данных за предыдущий день
2025-11-09 07:00:02,238 INFO [DailyDataLoader]: Обработка даты: 2025-11-08
2025-11-09 07:00:02,238 INFO [ApiClient]: Запрос данных с API за 2025-11-08
2025-11-09 07:00:04,935 INFO [ApiClient]: Успешно получено 8462 записей
2025-11-09 07:00:04,937 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 362152, 'gender': 'F', 'purchase_datetime': '2025-11-08', 'purchase_time_as_seconds_from_midnight': 63997, 'product_id': 30398, 'quantity': 0, 'price_per_item': 80859, 'discount_per_item': 78482, 'total_price': 0}
2025-11-09 07:00:04,941 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 247741, 'gender': 'F', 'purchase_datetime': '2025-11-08', 'purchase_time_as_seconds_from_midnight': 18984, 'product_id': 39878, 'quantity': 0, 'price_per_item': 82154, 'discount_per_item': 2836, 'total_price': 0}
2025-11-09 07:00:04,943 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 666600, 'gender': 'M', 'purchase_datetime': '2025-11-08', 'purchase_time_as_seconds_from_midnight': 9243, 'product_id': 39308, 'quantity': 0, 'price_per_item': 33142, 'discount_per_item': 26910, 'total_price': 0}
2025-11-09 07:00:04,950 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 169069, 'gender': 'F', 'purchase_datetime': '2025-11-08', 'purchase_time_as_seconds_from_midnight': 57959, 'product_id': 36149, 'quantity': 0, 'price_per_item': 94004, 'discount_per_item': 27514, 'total_price': 0}
2025-11-09 07:00:04,971 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 387343, 'gender': 'F', 'purchase_datetime': '2025-11-08', 'purchase_time_as_seconds_from_midnight': 25050, 'product_id': 1776, 'quantity': 0, 'price_per_item': 89225, 'discount_per_item': 20253, 'total_price': 0}
2025-11-09 07:00:04,992 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 567217, 'gender': 'M', 'purchase_datetime': '2025-11-08', 'purchase_time_as_seconds_from_midnight': 13721, 'product_id': 13829, 'quantity': 0, 'price_per_item': 63283, 'discount_per_item': 22481, 'total_price': 0}
2025-11-09 07:00:05,004 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 797242, 'gender': 'F', 'purchase_datetime': '2025-11-08', 'purchase_time_as_seconds_from_midnight': 40414, 'product_id': 46894, 'quantity': 0, 'price_per_item': 7690, 'discount_per_item': 2398, 'total_price': 0}
2025-11-09 07:00:05,033 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 944817, 'gender': 'F', 'purchase_datetime': '2025-11-08', 'purchase_time_as_seconds_from_midnight': 13821, 'product_id': 44606, 'quantity': 0, 'price_per_item': 37172, 'discount_per_item': 20735, 'total_price': 0}
2025-11-09 07:00:05,040 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 930495, 'gender': 'F', 'purchase_datetime': '2025-11-08', 'purchase_time_as_seconds_from_midnight': 38555, 'product_id': 20566, 'quantity': 0, 'price_per_item': 71474, 'discount_per_item': 38279, 'total_price': 0}
2025-11-09 07:00:05,047 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 910595, 'gender': 'F', 'purchase_datetime': '2025-11-08', 'purchase_time_as_seconds_from_midnight': 23017, 'product_id': 26760, 'quantity': 0, 'price_per_item': 61543, 'discount_per_item': 33824, 'total_price': 0}
2025-11-09 07:00:05,048 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 894849, 'gender': 'F', 'purchase_datetime': '2025-11-08', 'purchase_time_as_seconds_from_midnight': 43334, 'product_id': 20768, 'quantity': 0, 'price_per_item': 66022, 'discount_per_item': 15420, 'total_price': 0}
