2026-03-28 07:00:02,235 INFO [App]: Запуск работы «marketplace_data_service»
2026-03-28 07:00:02,239 INFO [DBClient]: Таблица purchases уже существует
2026-03-28 07:00:02,239 INFO [App]: Запуск загрузки данных за предыдущий день
2026-03-28 07:00:02,239 INFO [DailyDataLoader]: Обработка даты: 2026-03-27
2026-03-28 07:00:02,239 INFO [ApiClient]: Запрос данных с API за 2026-03-27
2026-03-28 07:00:25,252 INFO [ApiClient]: Успешно получено 9177 записей
2026-03-28 07:00:25,277 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 280285, 'gender': 'M', 'purchase_datetime': '2026-03-27', 'purchase_time_as_seconds_from_midnight': 65074, 'product_id': 31163, 'quantity': 0, 'price_per_item': 81826, 'discount_per_item': 65141, 'total_price': 0}
2026-03-28 07:00:25,288 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 528492, 'gender': 'M', 'purchase_datetime': '2026-03-27', 'purchase_time_as_seconds_from_midnight': 8108, 'product_id': 6248, 'quantity': 0, 'price_per_item': 83088, 'discount_per_item': 58850, 'total_price': 0}
2026-03-28 07:00:25,327 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 427415, 'gender': 'F', 'purchase_datetime': '2026-03-27', 'purchase_time_as_seconds_from_midnight': 20432, 'product_id': 22325, 'quantity': 0, 'price_per_item': 30709, 'discount_per_item': 3936, 'total_price': 0}
2026-03-28 07:00:25,328 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 470792, 'gender': 'M', 'purchase_datetime': '2026-03-27', 'purchase_time_as_seconds_from_midnight': 80854, 'product_id': 26484, 'quantity': 0, 'price_per_item': 14912, 'discount_per_item': 14652, 'total_price': 0}
2026-03-28 07:00:25,329 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 578769, 'gender': 'M', 'purchase_datetime': '2026-03-27', 'purchase_time_as_seconds_from_midnight': 9514, 'product_id': 7539, 'quantity': 0, 'price_per_item': 159, 'discount_per_item': 141, 'total_price': 0}
2026-03-28 07:00:25,330 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 598048, 'gender': 'F', 'purchase_datetime': '2026-03-27', 'purchase_time_as_seconds_from_midnight': 48358, 'product_id': 42779, 'quantity': 0, 'price_per_item': 41594, 'discount_per_item': 38361, 'total_price': 0}
2026-03-28 07:00:25,345 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 482436, 'gender': 'M', 'purchase_datetime': '2026-03-27', 'purchase_time_as_seconds_from_midnight': 77033, 'product_id': 23868, 'quantity': 0, 'price_per_item': 61657, 'discount_per_item': 46326, 'total_price': 0}
2026-03-28 07:00:25,363 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 551557, 'gender': 'M', 'purchase_datetime': '2026-03-27', 'purchase_time_as_seconds_from_midnight': 53425, 'product_id': 3918, 'quantity': 0, 'price_per_item': 55555, 'discount_per_item': 51472, 'total_price': 0}
2026-03-28 07:00:25,366 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 190329, 'gender': 'F', 'purchase_datetime': '2026-03-27', 'purchase_time_as_seconds_from_midnight': 25024, 'product_id': 40517, 'quantity': 0, 'price_per_item': 54761, 'discount_per_item': 34112, 'total_price': 0}
2026-03-28 07:00:25,372 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 992490, 'gender': 'M', 'purchase_datetime': '2026-03-27', 'purchase_time_as_seconds_from_midnight': 16302, 'product_id': 33211, 'quantity': 0, 'price_per_item': 39275, 'discount_per_item': 21250, 'total_price': 0}
2026-03-28 07:00:25,384 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 880160, 'gender': 'M', 'purchase_datetime': '2026-03-27', 'purchase_time_as_seconds_from_midnight': 49176, 'product_id': 36448, 'quantity': 0, 'price_per_item': 74751, 'discount_per_item': 27981, 'total_price': 0}
