2026-05-10 07:00:01,778 INFO [App]: Запуск работы «marketplace_data_service»
2026-05-10 07:00:01,782 INFO [DBClient]: Таблица purchases уже существует
2026-05-10 07:00:01,782 INFO [App]: Запуск загрузки данных за предыдущий день
2026-05-10 07:00:01,782 INFO [DailyDataLoader]: Обработка даты: 2026-05-09
2026-05-10 07:00:01,782 INFO [ApiClient]: Запрос данных с API за 2026-05-09
2026-05-10 07:00:14,781 INFO [ApiClient]: Успешно получено 4537 записей
2026-05-10 07:00:14,795 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 547408, 'gender': 'F', 'purchase_datetime': '2026-05-09', 'purchase_time_as_seconds_from_midnight': 54940, 'product_id': 47281, 'quantity': 0, 'price_per_item': 20892, 'discount_per_item': 19950, 'total_price': 0}
2026-05-10 07:00:14,803 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 908806, 'gender': 'F', 'purchase_datetime': '2026-05-09', 'purchase_time_as_seconds_from_midnight': 24188, 'product_id': 4009, 'quantity': 0, 'price_per_item': 16120, 'discount_per_item': 490, 'total_price': 0}
2026-05-10 07:00:14,807 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 825850, 'gender': 'F', 'purchase_datetime': '2026-05-09', 'purchase_time_as_seconds_from_midnight': 47912, 'product_id': 15975, 'quantity': 0, 'price_per_item': 13948, 'discount_per_item': 8940, 'total_price': 0}
2026-05-10 07:00:14,826 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 624463, 'gender': 'F', 'purchase_datetime': '2026-05-09', 'purchase_time_as_seconds_from_midnight': 74542, 'product_id': 21022, 'quantity': 0, 'price_per_item': 97912, 'discount_per_item': 87137, 'total_price': 0}
2026-05-10 07:00:14,837 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 930577, 'gender': 'F', 'purchase_datetime': '2026-05-09', 'purchase_time_as_seconds_from_midnight': 47855, 'product_id': 16312, 'quantity': 0, 'price_per_item': 85025, 'discount_per_item': 35675, 'total_price': 0}
2026-05-10 07:00:14,837 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 154097, 'gender': 'F', 'purchase_datetime': '2026-05-09', 'purchase_time_as_seconds_from_midnight': 64971, 'product_id': 10423, 'quantity': 0, 'price_per_item': 64120, 'discount_per_item': 10243, 'total_price': 0}
2026-05-10 07:00:14,848 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 946463, 'gender': 'M', 'purchase_datetime': '2026-05-09', 'purchase_time_as_seconds_from_midnight': 6815, 'product_id': 33746, 'quantity': 0, 'price_per_item': 17409, 'discount_per_item': 6065, 'total_price': 0}
2026-05-10 07:00:14,855 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 844357, 'gender': 'F', 'purchase_datetime': '2026-05-09', 'purchase_time_as_seconds_from_midnight': 8754, 'product_id': 1045, 'quantity': 0, 'price_per_item': 76277, 'discount_per_item': 49284, 'total_price': 0}
2026-05-10 07:00:14,858 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 852237, 'gender': 'F', 'purchase_datetime': '2026-05-09', 'purchase_time_as_seconds_from_midnight': 20005, 'product_id': 13398, 'quantity': 0, 'price_per_item': 32149, 'discount_per_item': 21530, 'total_price': 0}
2026-05-10 07:00:14,884 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 519903, 'gender': 'M', 'purchase_datetime': '2026-05-09', 'purchase_time_as_seconds_from_midnight': 63719, 'product_id': 10931, 'quantity': 0, 'price_per_item': 46250, 'discount_per_item': 39595, 'total_price': 0}
2026-05-10 07:00:14,927 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 674364, 'gender': 'M', 'purchase_datetime': '2026-05-09', 'purchase_time_as_seconds_from_midnight': 83658, 'product_id': 7352, 'quantity': 0, 'price_per_item': 97667, 'discount_per_item': 91548, 'total_price': 0}
