2025-11-11 07:00:02,244 INFO [App]: Запуск работы «marketplace_data_service»
2025-11-11 07:00:02,249 INFO [DBClient]: Таблица purchases уже существует
2025-11-11 07:00:02,249 INFO [App]: Запуск загрузки данных за предыдущий день
2025-11-11 07:00:02,249 INFO [DailyDataLoader]: Обработка даты: 2025-11-10
2025-11-11 07:00:02,250 INFO [ApiClient]: Запрос данных с API за 2025-11-10
2025-11-11 07:00:20,142 INFO [ApiClient]: Успешно получено 2880 записей
2025-11-11 07:00:20,170 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 748376, 'gender': 'F', 'purchase_datetime': '2025-11-10', 'purchase_time_as_seconds_from_midnight': 11644, 'product_id': 3573, 'quantity': 0, 'price_per_item': 6700, 'discount_per_item': 3838, 'total_price': 0}
2025-11-11 07:00:20,242 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 832551, 'gender': 'M', 'purchase_datetime': '2025-11-10', 'purchase_time_as_seconds_from_midnight': 18735, 'product_id': 14482, 'quantity': 0, 'price_per_item': 74121, 'discount_per_item': 47841, 'total_price': 0}
2025-11-11 07:00:20,257 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 556378, 'gender': 'F', 'purchase_datetime': '2025-11-10', 'purchase_time_as_seconds_from_midnight': 18990, 'product_id': 21008, 'quantity': 0, 'price_per_item': 61120, 'discount_per_item': 57146, 'total_price': 0}
2025-11-11 07:00:20,263 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 108239, 'gender': 'M', 'purchase_datetime': '2025-11-10', 'purchase_time_as_seconds_from_midnight': 21531, 'product_id': 49534, 'quantity': 0, 'price_per_item': 99315, 'discount_per_item': 58070, 'total_price': 0}
2025-11-11 07:00:20,284 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 985914, 'gender': 'F', 'purchase_datetime': '2025-11-10', 'purchase_time_as_seconds_from_midnight': 40289, 'product_id': 12930, 'quantity': 0, 'price_per_item': 6966, 'discount_per_item': 5697, 'total_price': 0}
2025-11-11 07:00:20,293 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 484902, 'gender': 'F', 'purchase_datetime': '2025-11-10', 'purchase_time_as_seconds_from_midnight': 50347, 'product_id': 35640, 'quantity': 0, 'price_per_item': 27822, 'discount_per_item': 14387, 'total_price': 0}
2025-11-11 07:00:20,314 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 359353, 'gender': 'M', 'purchase_datetime': '2025-11-10', 'purchase_time_as_seconds_from_midnight': 51250, 'product_id': 36855, 'quantity': 0, 'price_per_item': 81652, 'discount_per_item': 51188, 'total_price': 0}
2025-11-11 07:00:20,320 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 377146, 'gender': 'F', 'purchase_datetime': '2025-11-10', 'purchase_time_as_seconds_from_midnight': 15688, 'product_id': 14055, 'quantity': 0, 'price_per_item': 38578, 'discount_per_item': 3636, 'total_price': 0}
2025-11-11 07:00:20,349 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 733953, 'gender': 'F', 'purchase_datetime': '2025-11-10', 'purchase_time_as_seconds_from_midnight': 74100, 'product_id': 22563, 'quantity': 0, 'price_per_item': 7619, 'discount_per_item': 5390, 'total_price': 0}
2025-11-11 07:00:20,350 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 561792, 'gender': 'F', 'purchase_datetime': '2025-11-10', 'purchase_time_as_seconds_from_midnight': 76814, 'product_id': 36733, 'quantity': 0, 'price_per_item': 58866, 'discount_per_item': 8828, 'total_price': 0}
2025-11-11 07:00:20,351 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 785994, 'gender': 'F', 'purchase_datetime': '2025-11-10', 'purchase_time_as_seconds_from_midnight': 3317, 'product_id': 4054, 'quantity': 0, 'price_per_item': 12439, 'discount_per_item': 11117, 'total_price': 0}
2025-11-11 07:00:20,372 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 142101, 'gender': 'F', 'purchase_datetime': '2025-11-10', 'purchase_time_as_seconds_from_midnight': 20487, 'product_id': 16852, 'quantity': 0, 'price_per_item': 33453, 'discount_per_item': 32561, 'total_price': 0}
