2026-08-06 07:00:01,565 INFO [App]: Запуск работы «marketplace_data_service»
2026-08-06 07:00:01,568 INFO [DBClient]: Таблица purchases уже существует
2026-08-06 07:00:01,568 INFO [App]: Запуск загрузки данных за предыдущий день
2026-08-06 07:00:01,568 INFO [DailyDataLoader]: Обработка даты: 2026-08-05
2026-08-06 07:00:01,568 INFO [ApiClient]: Запрос данных с API за 2026-08-05
2026-08-06 07:00:44,517 INFO [ApiClient]: Успешно получено 3194 записей
2026-08-06 07:00:44,537 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 928072, 'gender': 'M', 'purchase_datetime': '2026-08-05', 'purchase_time_as_seconds_from_midnight': 15388, 'product_id': 1544, 'quantity': 0, 'price_per_item': 41153, 'discount_per_item': 30146, 'total_price': 0}
2026-08-06 07:00:44,539 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 795631, 'gender': 'M', 'purchase_datetime': '2026-08-05', 'purchase_time_as_seconds_from_midnight': 14449, 'product_id': 24729, 'quantity': 0, 'price_per_item': 66685, 'discount_per_item': 54854, 'total_price': 0}
2026-08-06 07:00:44,547 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 998941, 'gender': 'M', 'purchase_datetime': '2026-08-05', 'purchase_time_as_seconds_from_midnight': 35435, 'product_id': 13015, 'quantity': 0, 'price_per_item': 86302, 'discount_per_item': 43687, 'total_price': 0}
2026-08-06 07:00:44,592 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 330677, 'gender': 'M', 'purchase_datetime': '2026-08-05', 'purchase_time_as_seconds_from_midnight': 63199, 'product_id': 46041, 'quantity': 0, 'price_per_item': 6996, 'discount_per_item': 4314, 'total_price': 0}
2026-08-06 07:00:44,605 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 344432, 'gender': 'M', 'purchase_datetime': '2026-08-05', 'purchase_time_as_seconds_from_midnight': 24044, 'product_id': 5005, 'quantity': 0, 'price_per_item': 7949, 'discount_per_item': 540, 'total_price': 0}
2026-08-06 07:00:44,621 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 931021, 'gender': 'F', 'purchase_datetime': '2026-08-05', 'purchase_time_as_seconds_from_midnight': 53911, 'product_id': 40821, 'quantity': 0, 'price_per_item': 9355, 'discount_per_item': 4586, 'total_price': 0}
2026-08-06 07:00:44,631 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 231132, 'gender': 'F', 'purchase_datetime': '2026-08-05', 'purchase_time_as_seconds_from_midnight': 15987, 'product_id': 22333, 'quantity': 0, 'price_per_item': 26078, 'discount_per_item': 1040, 'total_price': 0}
2026-08-06 07:00:44,649 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 917281, 'gender': 'M', 'purchase_datetime': '2026-08-05', 'purchase_time_as_seconds_from_midnight': 77383, 'product_id': 17688, 'quantity': 0, 'price_per_item': 81196, 'discount_per_item': 43106, 'total_price': 0}
2026-08-06 07:00:44,666 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 469727, 'gender': 'F', 'purchase_datetime': '2026-08-05', 'purchase_time_as_seconds_from_midnight': 76367, 'product_id': 9597, 'quantity': 0, 'price_per_item': 29218, 'discount_per_item': 20438, 'total_price': 0}
2026-08-06 07:00:44,705 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 610493, 'gender': 'M', 'purchase_datetime': '2026-08-05', 'purchase_time_as_seconds_from_midnight': 28131, 'product_id': 39194, 'quantity': 0, 'price_per_item': 66919, 'discount_per_item': 59277, 'total_price': 0}
2026-08-06 07:00:44,716 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 908699, 'gender': 'F', 'purchase_datetime': '2026-08-05', 'purchase_time_as_seconds_from_midnight': 33694, 'product_id': 48196, 'quantity': 0, 'price_per_item': 74072, 'discount_per_item': 44182, 'total_price': 0}
