2025-11-07 07:00:01,492 INFO [App]: Запуск работы «marketplace_data_service»
2025-11-07 07:00:01,499 INFO [DBClient]: Таблица purchases уже существует
2025-11-07 07:00:01,499 INFO [App]: Запуск загрузки данных за предыдущий день
2025-11-07 07:00:01,499 INFO [DailyDataLoader]: Обработка даты: 2025-11-06
2025-11-07 07:00:01,499 INFO [ApiClient]: Запрос данных с API за 2025-11-06
2025-11-07 07:00:22,726 INFO [ApiClient]: Успешно получено 7135 записей
2025-11-07 07:00:22,741 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 717048, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 49125, 'product_id': 11857, 'quantity': 0, 'price_per_item': 40253, 'discount_per_item': 14344, 'total_price': 0}
2025-11-07 07:00:22,807 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 58229, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 4498, 'product_id': 15822, 'quantity': 0, 'price_per_item': 65609, 'discount_per_item': 32985, 'total_price': 0}
2025-11-07 07:00:22,826 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 63630, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 82256, 'product_id': 19263, 'quantity': 0, 'price_per_item': 19734, 'discount_per_item': 4945, 'total_price': 0}
2025-11-07 07:00:22,867 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 712951, 'gender': 'M', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 53799, 'product_id': 2966, 'quantity': 0, 'price_per_item': 75917, 'discount_per_item': 17936, 'total_price': 0}
2025-11-07 07:00:22,874 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 658078, 'gender': 'M', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 41641, 'product_id': 20080, 'quantity': 0, 'price_per_item': 47837, 'discount_per_item': 38573, 'total_price': 0}
2025-11-07 07:00:22,900 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 339134, 'gender': 'M', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 23451, 'product_id': 22169, 'quantity': 0, 'price_per_item': 49259, 'discount_per_item': 49189, 'total_price': 0}
2025-11-07 07:00:22,938 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 767443, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 22097, 'product_id': 37147, 'quantity': 0, 'price_per_item': 63651, 'discount_per_item': 34855, 'total_price': 0}
2025-11-07 07:00:22,981 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 176337, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 15385, 'product_id': 24357, 'quantity': 0, 'price_per_item': 7935, 'discount_per_item': 6668, 'total_price': 0}
2025-11-07 07:00:22,986 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 807748, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 69514, 'product_id': 32156, 'quantity': 0, 'price_per_item': 14392, 'discount_per_item': 439, 'total_price': 0}
2025-11-07 07:00:22,994 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 994552, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 54525, 'product_id': 16876, 'quantity': 0, 'price_per_item': 55142, 'discount_per_item': 9245, 'total_price': 0}
2025-11-07 07:00:23,001 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 772318, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 72244, 'product_id': 6853, 'quantity': 0, 'price_per_item': 76231, 'discount_per_item': 12608, 'total_price': 0}
2025-11-07 07:00:23,002 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 14980, 'gender': 'M', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 45915, 'product_id': 10356, 'quantity': 0, 'price_per_item': 33268, 'discount_per_item': 7503, 'total_price': 0}
2025-11-07 07:00:23,022 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 200044, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 11331, 'product_id': 48346, 'quantity': 0, 'price_per_item': 181, 'discount_per_item': 147, 'total_price': 0}
2025-11-07 07:00:23,030 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 238499, 'gender': 'M', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 3817, 'product_id': 28486, 'quantity': 0, 'price_per_item': 94764, 'discount_per_item': 94479, 'total_price': 0}
2025-11-07 07:00:23,054 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 101522, 'gender': 'M', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 62306, 'product_id': 8835, 'quantity': 0, 'price_per_item': 46129, 'discount_per_item': 10713, 'total_price': 0}
2025-11-07 07:00:23,058 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 810809, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 60041, 'product_id': 14768, 'quantity': 0, 'price_per_item': 21532, 'discount_per_item': 3565, 'total_price': 0}
2025-11-07 07:00:23,076 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 463116, 'gender': 'M', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 15206, 'product_id': 12484, 'quantity': 0, 'price_per_item': 3641, 'discount_per_item': 682, 'total_price': 0}
2025-11-07 07:00:23,078 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 823040, 'gender': 'M', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 52575, 'product_id': 31280, 'quantity': 0, 'price_per_item': 11774, 'discount_per_item': 7790, 'total_price': 0}
2025-11-07 07:00:23,080 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 737182, 'gender': 'M', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 46181, 'product_id': 38498, 'quantity': 0, 'price_per_item': 55128, 'discount_per_item': 571, 'total_price': 0}
2025-11-07 07:00:23,085 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 79457, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 25490, 'product_id': 23772, 'quantity': 0, 'price_per_item': 69081, 'discount_per_item': 16162, 'total_price': 0}
2025-11-07 07:00:23,095 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 326022, 'gender': 'M', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 34511, 'product_id': 32333, 'quantity': 0, 'price_per_item': 35975, 'discount_per_item': 7198, 'total_price': 0}
2025-11-07 07:00:23,097 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 973267, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 42696, 'product_id': 4166, 'quantity': 0, 'price_per_item': 71223, 'discount_per_item': 64012, 'total_price': 0}
2025-11-07 07:00:23,102 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 702375, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 12570, 'product_id': 36144, 'quantity': 0, 'price_per_item': 26949, 'discount_per_item': 20811, 'total_price': 0}
2025-11-07 07:00:23,109 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 623553, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 56254, 'product_id': 2592, 'quantity': 0, 'price_per_item': 13566, 'discount_per_item': 12465, 'total_price': 0}
2025-11-07 07:00:23,112 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 689510, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 2574, 'product_id': 8879, 'quantity': 0, 'price_per_item': 50194, 'discount_per_item': 9043, 'total_price': 0}
2025-11-07 07:00:23,117 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 746208, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 6214, 'product_id': 43689, 'quantity': 0, 'price_per_item': 5776, 'discount_per_item': 2500, 'total_price': 0}
2025-11-07 07:00:23,122 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 43543, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 61744, 'product_id': 28591, 'quantity': 0, 'price_per_item': 43773, 'discount_per_item': 14629, 'total_price': 0}
2025-11-07 07:00:23,128 WARNING [DataParsing]: Нулевые значения количества и итоговой цены в записи: {'client_id': 93411, 'gender': 'F', 'purchase_datetime': '2025-11-06', 'purchase_time_as_seconds_from_midnight': 34249, 'product_id': 42955, 'quantity': 0, 'price_per_item': 85901, 'discount_per_item': 27626, 'total_price': 0}
